ESTACIO,CODI_CONTAMINANT,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,DATA
n,n,40.0,91.0,2.0,2.0,1.0,6.0,1.0,29.0,26.0,67.0,5.0,34.0,30.0,12.0,11.0,61.0,84.0,55.0,47.0,21.0,23.0,19.0,2.0,27.0,2019-05-31
n,n,2.0,1.0,38.0,27.0,21.0,28.0,5.0,2.0,77.0,24.0,36.0,34.0,28.0,18.0,14.0,6.0,23.0,36.0,1.0,37.0,3.0,29.0,31.0,3.0,2019-05-31
n,n,32.0,3.0,21.0,10.0,1.0,2.0,5.0,68.0,11.0,17.0,19.0,43.0,14.0,29.0,20.0,9.0,9.0,13.0,38.0,6.0,4.0,3.0,2.0,30.0,2019-05-31
n,n,2.0,5.0,25.0,14.0,32.0,1.0,8.0,84.0,2.0,89.0,81.0,60.0,4.0,4.0,38.0,30.0,23.0,35.0,3.0,3.0,5.0,2.0,5.0,18.0,2019-05-31
n,n,85.0,19.0,80.0,9.0,5.0,2.0,6.0,39.0,16.0,111.0,25.0,39.0,34.0,20.0,35.0,66.0,60.0,35.0,35.0,24.0,39.0,4.0,15.0,13.0,2019-05-31
n,n,10.0,51.0,60.0,18.0,69.0,20.0,4.0,4.0,42.0,31.0,10.0,109.0,35.0,11.0,6.0,28.0,14.0,5.0,39.0,35.0,8.0,12.0,21.0,13.0,2019-05-31
n,n,4.0,4.0,6.0,8.0,28.0,35.0,17.0,10.0,12.0,20.0,58.0,14.0,15.0,41.0,42.0,14.0,16.0,8.0,10.0,20.0,2.0,4.0,5.0,16.0,2019-05-31
n,n,2.0,5.0,3.0,13.0,5.0,4.0,5.0,8.0,176.0,5.0,15.0,18.0,29.0,10.0,21.0,4.0,22.0,22.0,21.0,5.0,30.0,24.0,13.0,16.0,2019-05-31
n,n,15.0,38.0,3.0,7.0,36.0,1.0,2.0,31.0,12.0,4.0,27.0,9.0,17.0,16.0,13.0,3.0,6.0,13.0,4.0,24.0,21.0,31.0,8.0,21.0,2019-05-31
n,n,54.0,31.0,26.0,8.0,19.0,13.0,5.0,30.0,48.0,55.0,67.0,15.0,86.0,9.0,35.0,4.0,29.0,29.0,62.0,17.0,23.0,48.0,7.0,9.0,2019-05-31
n,n,8.0,10.0,12.0,12.0,2.0,27.0,11.0,19.0,22.0,22.0,40.0,8.0,5.0,18.0,2.0,20.0,17.0,20.0,3.0,51.0,17.0,49.0,10.0,18.0,2019-05-31
n,n,3.0,10.0,2.0,3.0,6.0,3.0,22.0,23.0,62.0,46.0,34.0,35.0,59.0,12.0,10.0,30.0,9.0,42.0,27.0,64.0,14.0,1.0,31.0,22.0,2019-05-31
n,n,10.0,16.0,15.0,23.0,14.0,35.0,21.0,21.0,25.0,9.0,21.0,7.0,28.0,19.0,18.0,9.0,42.0,8.0,11.0,9.0,19.0,39.0,3.0,10.0,2019-05-31
n,n,9.0,6.0,8.0,5.0,30.0,22.0,58.0,27.0,36.0,11.0,11.0,14.0,11.0,10.0,10.0,5.0,30.0,47.0,18.0,15.0,7.0,44.0,7.0,42.0,2019-05-31
n,n,6.0,6.0,5.0,6.0,52.0,7.0,13.0,2.0,72.0,22.0,31.0,8.0,14.0,27.0,8.0,14.0,5.0,8.0,55.0,9.0,39.0,19.0,5.0,13.0,2019-05-31
n,n,15.0,30.0,3.0,1.0,22.0,5.0,34.0,39.0,28.0,19.0,16.0,17.0,22.0,29.0,5.0,10.0,39.0,32.0,22.0,18.0,19.0,30.0,4.0,19.0,2019-05-31
n,n,27.0,49.0,17.0,4.0,21.0,26.0,25.0,28.0,61.0,57.0,70.0,62.0,9.0,43.0,7.0,26.0,11.0,9.0,5.0,7.0,8.0,28.0,10.0,34.0,2019-05-31
n,n,14.0,19.0,2.0,22.0,10.0,16.0,7.0,22.0,17.0,54.0,22.0,22.0,28.0,11.0,4.0,16.0,2.0,2.0,23.0,18.0,29.0,36.0,8.0,38.0,2019-05-31
n,n,4.0,16.0,1.0,3.0,13.0,17.0,21.0,15.0,30.0,15.0,29.0,23.0,14.0,31.0,28.0,14.0,8.0,23.0,24.0,17.0,20.0,8.0,18.0,2.0,2019-05-31
n,n,10.0,16.0,3.0,32.0,2.0,9.0,19.0,6.0,60.0,35.0,17.0,18.0,18.0,52.0,24.0,26.0,23.0,21.0,13.0,15.0,2.0,21.0,10.0,11.0,2019-05-31
n,n,119.0,1.0,11.0,107.0,5.0,11.0,8.0,80.0,11.0,34.0,13.0,50.0,39.0,31.0,34.0,26.0,21.0,9.0,15.0,17.0,14.0,2.0,22.0,6.0,2019-05-31
n,n,8.0,2.0,24.0,1.0,4.0,6.0,18.0,8.0,27.0,15.0,7.0,17.0,54.0,7.0,8.0,24.0,7.0,12.0,5.0,28.0,8.0,23.0,19.0,13.0,2019-05-31
n,n,25.0,32.0,27.0,6.0,5.0,17.0,46.0,68.0,19.0,58.0,29.0,11.0,1.0,15.0,46.0,55.0,24.0,40.0,26.0,44.0,78.0,27.0,49.0,22.0,2019-05-31
n,n,18.0,14.0,12.0,10.0,48.0,14.0,10.0,75.0,14.0,99.0,13.0,2.0,1.0,73.0,23.0,19.0,1.0,1.0,23.0,38.0,33.0,7.0,26.0,10.0,2019-05-31
n,n,12.0,66.0,46.0,18.0,8.0,12.0,4.0,5.0,17.0,15.0,45.0,30.0,27.0,30.0,29.0,21.0,34.0,55.0,6.0,7.0,13.0,11.0,13.0,74.0,2019-05-31
n,n,83.0,26.0,47.0,10.0,6.0,32.0,11.0,11.0,54.0,20.0,36.0,48.0,10.0,30.0,31.0,11.0,35.0,22.0,25.0,24.0,48.0,22.0,18.0,25.0,2019-05-31
n,n,25.0,20.0,16.0,10.0,12.0,21.0,5.0,31.0,32.0,21.0,24.0,18.0,33.0,22.0,13.0,53.0,28.0,15.0,15.0,9.0,41.0,21.0,9.0,28.0,2019-05-31
n,n,34.0,4.0,6.0,15.0,52.0,12.0,13.0,12.0,23.0,44.0,11.0,16.0,36.0,21.0,14.0,15.0,25.0,18.0,19.0,17.0,26.0,28.0,20.0,53.0,2019-05-31
n,n,56.0,16.0,9.0,15.0,12.0,14.0,74.0,43.0,58.0,256.0,27.0,30.0,89.0,39.0,31.0,35.0,34.0,15.0,73.0,93.0,58.0,38.0,86.0,72.0,2019-05-31
n,n,30.0,25.0,38.0,44.0,51.0,21.0,30.0,96.0,79.0,90.0,78.0,47.0,61.0,23.0,27.0,34.0,18.0,24.0,30.0,26.0,98.0,33.0,46.0,57.0,2019-05-31
n,n,22.0,40.0,51.0,28.0,37.0,67.0,5.0,72.0,81.0,13.0,61.0,43.0,29.0,24.0,35.0,21.0,26.0,25.0,23.0,27.0,20.0,26.0,24.0,24.0,2019-05-31
n,n,41.0,39.0,14.0,50.0,21.0,18.0,9.0,16.0,25.0,38.0,34.0,69.0,67.0,16.0,17.0,42.0,27.0,44.0,47.0,62.0,57.0,18.0,29.0,17.0,2019-05-31
n,n,18.0,14.0,13.0,15.0,16.0,25.0,27.0,70.0,76.0,33.0,55.0,60.0,52.0,55.0,17.0,37.0,47.0,41.0,17.0,45.0,19.0,16.0,13.0,17.0,2019-05-31
n,n,38.0,14.0,49.0,12.0,43.0,47.0,7.0,30.0,101.0,23.0,28.0,61.0,58.0,22.0,34.0,37.0,31.0,71.0,28.0,38.0,28.0,46.0,16.0,29.0,2019-05-31
n,n,30.0,33.0,25.0,20.0,33.0,10.0,21.0,38.0,25.0,32.0,28.0,17.0,119.0,13.0,30.0,53.0,20.0,13.0,17.0,32.0,37.0,21.0,31.0,22.0,2019-05-31
n,n,24.0,10.0,11.0,27.0,17.0,20.0,20.0,41.0,62.0,17.0,28.0,64.0,23.0,22.0,29.0,18.0,39.0,27.0,81.0,30.0,25.0,20.0,58.0,13.0,2019-05-31
n,n,37.0,12.0,4.0,13.0,31.0,3.0,31.0,17.0,27.0,31.0,26.0,28.0,25.0,24.0,40.0,28.0,33.0,45.0,29.0,45.0,32.0,19.0,52.0,58.0,2019-05-31
n,n,15.0,41.0,12.0,19.0,31.0,18.0,40.0,35.0,72.0,66.0,218.0,186.0,30.0,40.0,26.0,49.0,28.0,14.0,17.0,63.0,19.0,56.0,35.0,31.0,2019-05-31
n,n,19.0,9.0,44.0,1.0,22.0,15.0,10.0,30.0,35.0,98.0,55.0,70.0,25.0,27.0,27.0,24.0,49.0,28.0,59.0,34.0,85.0,19.0,36.0,51.0,2019-05-31
n,n,18.0,13.0,39.0,17.0,22.0,81.0,134.0,231.0,16.0,30.0,13.0,43.0,50.0,24.0,13.0,30.0,23.0,22.0,35.0,29.0,28.0,55.0,38.0,72.0,2019-05-31
n,n,17.0,79.0,26.0,32.0,27.0,13.0,58.0,32.0,74.0,30.0,64.0,23.0,17.0,18.0,69.0,17.0,28.0,16.0,25.0,34.0,21.0,23.0,53.0,60.0,2019-05-31
n,n,9.0,9.0,19.0,19.0,16.0,18.0,8.0,11.0,15.0,16.0,24.0,11.0,83.0,26.0,15.0,24.0,11.0,84.0,35.0,21.0,23.0,33.0,41.0,21.0,2019-05-31
n,n,19.0,32.0,25.0,35.0,14.0,6.0,25.0,17.0,55.0,15.0,59.0,34.0,44.0,27.0,37.0,20.0,23.0,46.0,23.0,24.0,29.0,69.0,76.0,53.0,2019-05-31
n,n,26.0,19.0,19.0,23.0,23.0,29.0,18.0,62.0,46.0,74.0,30.0,11.0,7.0,110.0,63.0,57.0,9.0,24.0,28.0,16.0,19.0,18.0,18.0,70.0,2019-05-31
n,n,26.0,10.0,46.0,79.0,15.0,21.0,147.0,29.0,338.0,78.0,37.0,45.0,33.0,56.0,38.0,29.0,45.0,54.0,26.0,69.0,21.0,26.0,24.0,42.0,2019-05-31
n,n,12.0,7.0,27.0,29.0,23.0,19.0,90.0,136.0,34.0,26.0,52.0,24.0,92.0,69.0,34.0,38.0,52.0,66.0,54.0,33.0,17.0,52.0,23.0,35.0,2019-05-31
n,n,23.0,35.0,17.0,51.0,36.0,23.0,17.0,39.0,23.0,349.0,32.0,22.0,64.0,24.0,20.0,60.0,48.0,21.0,50.0,41.0,23.0,61.0,27.0,26.0,2019-05-31
n,n,46.0,29.0,21.0,14.0,94.0,24.0,58.0,102.0,89.0,73.0,111.0,65.0,62.0,59.0,73.0,55.0,60.0,26.0,62.0,45.0,46.0,44.0,44.0,77.0,2019-05-31
n,n,58.0,27.0,24.0,25.0,28.0,25.0,29.0,51.0,102.0,83.0,79.0,57.0,68.0,29.0,50.0,23.0,73.0,63.0,37.0,47.0,60.0,57.0,83.0,35.0,2019-05-31
n,n,159.0,71.0,40.0,31.0,12.0,24.0,56.0,68.0,213.0,189.0,35.0,41.0,48.0,53.0,56.0,54.0,70.0,51.0,80.0,50.0,80.0,72.0,50.0,87.0,2019-05-31
n,n,64.0,32.0,22.0,20.0,14.0,15.0,10.0,67.0,78.0,111.0,77.0,22.0,69.0,84.0,52.0,79.0,47.0,26.0,149.0,27.0,28.0,29.0,70.0,32.0,2019-05-31
n,n,18.0,16.0,43.0,44.0,60.0,61.0,9.0,108.0,50.0,133.0,68.0,19.0,21.0,47.0,78.0,61.0,78.0,36.0,98.0,44.0,90.0,74.0,46.0,46.0,2019-05-31
n,n,44.0,44.0,58.0,15.0,27.0,65.0,23.0,24.0,82.0,99.0,41.0,31.0,50.0,60.0,37.0,17.0,66.0,32.0,94.0,91.0,87.0,43.0,42.0,38.0,2019-05-31
n,n,34.0,22.0,22.0,54.0,23.0,45.0,17.0,22.0,29.0,39.0,16.0,100.0,35.0,31.0,69.0,37.0,35.0,32.0,71.0,39.0,38.0,35.0,42.0,18.0,2019-05-31
n,n,49.0,25.0,2.0,14.0,16.0,130.0,169.0,19.0,319.0,44.0,68.0,96.0,141.0,91.0,51.0,50.0,23.0,48.0,44.0,20.0,25.0,79.0,22.0,28.0,2019-05-31
n,n,21.0,41.0,11.0,11.0,53.0,57.0,25.0,57.0,70.0,94.0,64.0,19.0,100.0,29.0,81.0,76.0,83.0,67.0,98.0,21.0,65.0,49.0,49.0,38.0,2019-05-31
n,n,18.0,26.0,27.0,60.0,9.0,12.0,19.0,4.0,23.0,13.0,13.0,39.0,43.0,26.0,62.0,12.0,69.0,41.0,19.0,12.0,29.0,31.0,55.0,58.0,2019-05-31
n,n,24.0,78.0,20.0,71.0,24.0,9.0,38.0,207.0,25.0,25.0,43.0,275.0,108.0,50.0,61.0,49.0,46.0,31.0,40.0,30.0,44.0,41.0,30.0,46.0,2019-05-31
n,n,24.0,37.0,36.0,68.0,26.0,35.0,87.0,20.0,24.0,39.0,128.0,49.0,110.0,16.0,72.0,17.0,35.0,76.0,21.0,27.0,63.0,19.0,19.0,33.0,2019-05-31
n,n,48.0,46.0,34.0,27.0,30.0,30.0,36.0,16.0,30.0,76.0,26.0,56.0,37.0,42.0,26.0,27.0,24.0,32.0,54.0,77.0,20.0,35.0,43.0,73.0,2019-05-31
n,n,39.0,35.0,30.0,33.0,15.0,18.0,36.0,26.0,148.0,49.0,50.0,65.0,17.0,31.0,51.0,68.0,39.0,35.0,65.0,28.0,31.0,28.0,28.0,51.0,2019-05-31
n,n,24.0,26.0,25.0,21.0,15.0,22.0,65.0,155.0,26.0,34.0,35.0,55.0,69.0,40.0,76.0,31.0,42.0,36.0,16.0,104.0,133.0,41.0,68.0,30.0,2019-05-31
n,n,10.0,10.0,28.0,9.0,47.0,131.0,12.0,46.0,38.0,30.0,223.0,55.0,36.0,64.0,19.0,32.0,23.0,57.0,24.0,70.0,34.0,26.0,25.0,53.0,2019-05-31
n,n,9.0,28.0,67.0,24.0,22.0,94.0,27.0,7.0,238.0,46.0,11.0,48.0,18.0,36.0,47.0,18.0,16.0,15.0,61.0,26.0,68.0,16.0,11.0,22.0,2019-05-31
n,n,50.0,31.0,15.0,5.0,34.0,20.0,18.0,25.0,26.0,128.0,25.0,15.0,14.0,23.0,60.0,17.0,17.0,14.0,94.0,71.0,21.0,14.0,16.0,18.0,2019-05-31
n,n,13.0,16.0,35.0,45.0,49.0,4.0,22.0,5.0,20.0,15.0,9.0,24.0,100.0,12.0,31.0,17.0,28.0,24.0,24.0,70.0,26.0,28.0,16.0,15.0,2019-05-31
n,n,11.0,21.0,7.0,22.0,5.0,11.0,4.0,16.0,30.0,22.0,14.0,27.0,23.0,17.0,45.0,18.0,18.0,51.0,16.0,77.0,80.0,75.0,18.0,20.0,2019-05-31
n,n,30.0,57.0,10.0,20.0,1.0,17.0,68.0,6.0,160.0,57.0,10.0,86.0,167.0,80.0,54.0,54.0,19.0,40.0,39.0,75.0,48.0,55.0,70.0,45.0,2019-05-31
n,n,11.0,15.0,31.0,18.0,33.0,73.0,41.0,11.0,59.0,11.0,19.0,18.0,31.0,42.0,26.0,28.0,21.0,16.0,12.0,44.0,48.0,53.0,18.0,28.0,2019-05-31
n,n,18.0,10.0,12.0,9.0,65.0,68.0,15.0,53.0,48.0,67.0,18.0,76.0,23.0,74.0,21.0,58.0,138.0,68.0,53.0,39.0,16.0,69.0,22.0,25.0,2019-05-31
n,n,21.0,22.0,24.0,40.0,20.0,43.0,18.0,40.0,55.0,25.0,52.0,25.0,29.0,62.0,34.0,50.0,25.0,78.0,20.0,30.0,47.0,18.0,24.0,44.0,2019-05-31
n,n,69.0,33.0,53.0,48.0,46.0,40.0,22.0,22.0,249.0,50.0,52.0,156.0,228.0,35.0,16.0,22.0,38.0,21.0,51.0,74.0,75.0,27.0,54.0,51.0,2019-05-31
n,n,27.0,33.0,30.0,42.0,20.0,9.0,44.0,12.0,17.0,45.0,49.0,39.0,7.0,41.0,16.0,38.0,1.0,69.0,23.0,50.0,20.0,38.0,56.0,17.0,2019-05-31
n,n,53.0,16.0,9.0,38.0,13.0,12.0,3.0,8.0,11.0,27.0,30.0,48.0,27.0,34.0,25.0,23.0,18.0,23.0,21.0,48.0,16.0,24.0,39.0,34.0,2019-05-31
n,n,82.0,5.0,16.0,26.0,8.0,12.0,20.0,3.0,83.0,115.0,115.0,54.0,85.0,64.0,72.0,39.0,79.0,12.0,22.0,46.0,45.0,58.0,46.0,28.0,2019-05-31
n,n,2.0,1.0,60.0,5.0,2.0,37.0,21.0,54.0,39.0,32.0,46.0,48.0,79.0,70.0,18.0,21.0,79.0,83.0,27.0,57.0,47.0,57.0,22.0,24.0,2019-05-31
n,n,14.0,49.0,11.0,63.0,68.0,27.0,37.0,29.0,19.0,30.0,32.0,40.0,30.0,27.0,65.0,62.0,26.0,60.0,16.0,44.0,15.0,56.0,25.0,41.0,2019-05-31
n,n,19.0,16.0,16.0,15.0,5.0,40.0,69.0,60.0,18.0,29.0,35.0,23.0,38.0,24.0,83.0,71.0,71.0,16.0,20.0,55.0,63.0,20.0,28.0,75.0,2019-05-31
n,n,45.0,15.0,49.0,33.0,58.0,62.0,11.0,31.0,18.0,27.0,13.0,13.0,57.0,41.0,33.0,29.0,81.0,65.0,22.0,21.0,63.0,27.0,60.0,53.0,2019-05-31
n,n,25.0,27.0,11.0,47.0,33.0,43.0,59.0,73.0,25.0,36.0,45.0,43.0,43.0,63.0,27.0,50.0,70.0,50.0,8.0,44.0,54.0,51.0,30.0,18.0,2019-05-31
n,n,16.0,20.0,26.0,40.0,57.0,45.0,15.0,67.0,31.0,37.0,19.0,41.0,24.0,50.0,52.0,30.0,75.0,69.0,33.0,36.0,30.0,45.0,15.0,20.0,2019-05-31
n,n,38.0,49.0,17.0,17.0,14.0,49.0,22.0,23.0,43.0,32.0,24.0,32.0,42.0,49.0,83.0,55.0,44.0,63.0,73.0,49.0,20.0,46.0,35.0,12.0,2019-05-31
n,n,27.0,41.0,35.0,14.0,41.0,53.0,1.0,28.0,3.0,72.0,70.0,40.0,36.0,45.0,37.0,73.0,69.0,38.0,58.0,44.0,32.0,10.0,27.0,26.0,2019-05-31
n,n,15.0,40.0,39.0,20.0,17.0,1.0,14.0,20.0,26.0,52.0,25.0,11.0,36.0,9.0,7.0,4.0,65.0,45.0,4.0,35.0,38.0,3.0,14.0,12.0,2019-05-31
n,n,47.0,1.0,32.0,32.0,15.0,26.0,23.0,96.0,40.0,61.0,20.0,22.0,91.0,65.0,2.0,1.0,18.0,15.0,61.0,50.0,1.0,25.0,37.0,1.0,2019-05-31
n,n,16.0,51.0,42.0,31.0,15.0,75.0,89.0,80.0,14.0,26.0,2.0,39.0,8.0,84.0,75.0,72.0,75.0,87.0,1.0,42.0,67.0,73.0,67.0,3.0,2019-05-31
n,n,62.0,67.0,1.0,1.0,63.0,1.0,59.0,142.0,19.0,32.0,14.0,12.0,55.0,72.0,76.0,78.0,12.0,17.0,88.0,18.0,69.0,54.0,31.0,1.0,2019-05-31
n,n,67.0,25.0,62.0,1.0,23.0,37.0,1.0,78.0,97.0,2.0,31.0,81.0,23.0,57.0,15.0,6.0,2.0,71.0,48.0,1.0,100.0,104.0,45.0,74.0,2019-05-31
n,n,20.0,67.0,46.0,1.0,56.0,62.0,49.0,54.0,162.0,25.0,47.0,108.0,166.0,110.0,7.0,83.0,11.0,101.0,71.0,90.0,2.0,82.0,78.0,93.0,2019-05-31
n,n,75.0,31.0,72.0,83.0,2.0,16.0,20.0,27.0,45.0,59.0,32.0,69.0,22.0,2.0,38.0,86.0,82.0,39.0,69.0,36.0,70.0,32.0,28.0,29.0,2019-05-31
n,n,71.0,22.0,1.0,1.0,1.0,1.0,49.0,8.0,7.0,30.0,37.0,99.0,55.0,22.0,51.0,49.0,84.0,49.0,2.0,45.0,50.0,111.0,1.0,1.0,2019-05-31
n,n,63.0,17.0,81.0,15.0,1.0,20.0,1.0,4.0,1.0,190.0,1.0,4.0,71.0,41.0,2.0,61.0,33.0,41.0,1.0,83.0,35.0,73.0,49.0,1.0,2019-05-31
n,n,1.0,49.0,1.0,88.0,42.0,11.0,91.0,1.0,22.0,91.0,55.0,6.0,90.0,51.0,49.0,101.0,3.0,32.0,4.0,66.0,27.0,97.0,31.0,106.0,2019-05-31
n,n,1.0,1.0,55.0,51.0,23.0,109.0,107.0,10.0,18.0,14.0,130.0,103.0,6.0,100.0,4.0,98.0,4.0,24.0,23.0,69.0,94.0,86.0,1.0,85.0,2019-05-31
n,n,48.0,1.0,43.0,37.0,34.0,2.0,2.0,23.0,96.0,53.0,2.0,48.0,1.0,81.0,92.0,45.0,1.0,48.0,53.0,90.0,68.0,1.0,19.0,1.0,2019-05-31
n,n,12.0,1.0,19.0,40.0,30.0,95.0,2.0,22.0,32.0,88.0,25.0,11.0,63.0,114.0,8.0,59.0,43.0,72.0,32.0,61.0,2.0,1.0,1.0,28.0,2019-05-31
n,n,23.0,57.0,31.0,16.0,51.0,11.0,16.0,1.0,6.0,16.0,21.0,28.0,3.0,35.0,42.0,70.0,52.0,64.0,22.0,1.0,30.0,24.0,40.0,19.0,2019-05-31
n,n,1.0,41.0,2.0,23.0,66.0,1.0,46.0,54.0,45.0,65.0,44.0,43.0,38.0,3.0,32.0,79.0,29.0,78.0,77.0,144.0,130.0,56.0,1.0,34.0,2019-05-31
n,n,46.0,35.0,35.0,67.0,37.0,3.0,1.0,32.0,1.0,1.0,41.0,34.0,34.0,41.0,53.0,50.0,2.0,23.0,56.0,1.0,45.0,1.0,40.0,1.0,2019-05-31
n,n,57.0,60.0,1.0,25.0,1.0,65.0,30.0,45.0,13.0,16.0,66.0,29.0,59.0,47.0,44.0,61.0,43.0,3.0,66.0,77.0,1.0,53.0,31.0,1.0,2019-05-31
n,n,1.0,44.0,23.0,64.0,49.0,3.0,13.0,24.0,42.0,67.0,49.0,12.0,43.0,11.0,16.0,49.0,14.0,6.0,2.0,97.0,1.0,23.0,25.0,1.0,2019-05-31
n,n,28.0,34.0,19.0,1.0,1.0,50.0,29.0,39.0,19.0,18.0,26.0,28.0,64.0,96.0,5.0,64.0,10.0,20.0,34.0,56.0,68.0,43.0,52.0,1.0,2019-05-31
n,n,59.0,49.0,30.0,1.0,3.0,14.0,23.0,31.0,213.0,116.0,69.0,22.0,67.0,82.0,28.0,89.0,15.0,63.0,5.0,41.0,48.0,53.0,53.0,52.0,2019-05-31
n,n,12.0,1.0,58.0,46.0,45.0,40.0,10.0,12.0,31.0,21.0,20.0,29.0,34.0,36.0,46.0,34.0,33.0,39.0,56.0,2.0,23.0,21.0,58.0,43.0,2019-05-31
n,n,36.0,1.0,1.0,1.0,23.0,2.0,2.0,5.0,3.0,128.0,34.0,5.0,3.0,1.0,1.0,1.0,7.0,2.0,45.0,1.0,3.0,55.0,65.0,1.0,2019-05-31
n,n,24.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,61.0,6.0,9.0,7.0,50.0,11.0,52.0,47.0,4.0,3.0,2.0,45.0,52.0,18.0,2.0,2.0,2019-05-31
n,n,1.0,1.0,3.0,6.0,1.0,26.0,2.0,83.0,96.0,79.0,16.0,64.0,50.0,59.0,27.0,16.0,61.0,1.0,108.0,65.0,66.0,1.0,1.0,1.0,2019-05-31
n,n,31.0,1.0,26.0,1.0,1.0,1.0,11.0,48.0,9.0,212.0,5.0,4.0,150.0,28.0,4.0,69.0,45.0,43.0,1.0,40.0,58.0,1.0,1.0,1.0,2019-05-31
n,n,1.0,1.0,18.0,6.0,1.0,1.0,18.0,1.0,49.0,103.0,4.0,72.0,8.0,27.0,2.0,2.0,7.0,132.0,25.0,1.0,1.0,74.0,165.0,1.0,2019-05-31
n,n,2.0,49.0,1.0,88.0,2.0,1.0,81.0,44.0,1.0,261.0,1.0,59.0,9.0,5.0,82.0,36.0,5.0,70.0,37.0,6.0,1.0,3.0,5.0,1.0,2019-05-31
n,n,1.0,23.0,1.0,31.0,1.0,2.0,13.0,63.0,80.0,137.0,9.0,3.0,25.0,17.0,5.0,7.0,2.0,67.0,54.0,79.0,1.0,7.0,1.0,1.0,2019-05-31
n,n,1.0,54.0,46.0,32.0,13.0,11.0,6.0,66.0,23.0,44.0,14.0,2.0,2.0,1.0,74.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,59.0,1.0,2019-05-31
n,n,10.0,27.0,32.0,31.0,25.0,15.0,37.0,152.0,84.0,30.0,5.0,12.0,2.0,1.0,71.0,2.0,8.0,1.0,43.0,16.0,1.0,1.0,269.0,8.0,2019-05-31
n,n,2.0,208.0,9.0,1.0,1.0,196.0,2.0,231.0,3.0,8.0,95.0,3.0,4.0,129.0,6.0,86.0,3.0,73.0,131.0,1.0,127.0,31.0,51.0,1.0,2019-05-31
n,n,42.0,1.0,37.0,1.0,1.0,26.0,65.0,15.0,60.0,21.0,1.0,153.0,40.0,100.0,23.0,36.0,1.0,136.0,138.0,129.0,114.0,28.0,48.0,34.0,2019-05-31
n,n,1.0,1.0,28.0,36.0,37.0,35.0,18.0,25.0,58.0,63.0,6.0,8.0,79.0,2.0,52.0,84.0,87.0,84.0,8.0,52.0,6.0,1.0,40.0,91.0,2019-05-31
n,n,1.0,54.0,1.0,61.0,48.0,46.0,12.0,18.0,37.0,26.0,34.0,38.0,34.0,47.0,1.0,29.0,1.0,47.0,109.0,46.0,1.0,96.0,89.0,1.0,2019-05-31
n,n,22.0,38.0,1.0,52.0,48.0,17.0,2.0,10.0,4.0,57.0,28.0,1.0,1.0,1.0,99.0,1.0,1.0,101.0,1.0,11.0,17.0,38.0,1.0,23.0,2019-05-31
n,n,26.0,1.0,1.0,1.0,32.0,1.0,60.0,58.0,14.0,2.0,43.0,79.0,97.0,48.0,2.0,68.0,55.0,12.0,73.0,94.0,40.0,67.0,37.0,17.0,2019-05-31
n,n,20.0,1.0,72.0,1.0,55.0,43.0,3.0,5.0,14.0,59.0,39.0,17.0,15.0,71.0,14.0,2.0,1.0,43.0,73.0,2.0,1.0,66.0,62.0,28.0,2019-05-31
n,n,28.0,37.0,13.0,41.0,61.0,58.0,23.0,3.0,27.0,55.0,33.0,44.0,1.0,48.0,1.0,3.0,49.0,48.0,1.0,2.0,47.0,46.0,1.0,45.0,2019-05-31
n,n,1.0,1.0,64.0,38.0,40.0,68.0,41.0,58.0,8.0,73.0,68.0,2.0,75.0,1.0,1.0,2.0,2.0,1.0,65.0,1.0,38.0,14.0,1.0,1.0,2019-05-31
n,n,57.0,1.0,1.0,26.0,1.0,10.0,8.0,2.0,72.0,64.0,17.0,38.0,7.0,61.0,8.0,1.0,1.0,1.0,56.0,11.0,46.0,10.0,41.0,1.0,2019-05-31
n,n,1.0,30.0,1.0,1.0,25.0,25.0,9.0,2.0,103.0,1.0,2.0,51.0,41.0,47.0,1.0,2.0,2.0,31.0,1.0,1.0,55.0,1.0,38.0,1.0,2019-05-31
n,n,1.0,23.0,1.0,4.0,30.0,11.0,38.0,25.0,10.0,17.0,1.0,17.0,32.0,1.0,1.0,1.0,71.0,70.0,65.0,2.0,1.0,34.0,40.0,1.0,2019-05-31
n,n,1.0,29.0,1.0,18.0,52.0,1.0,2.0,34.0,4.0,31.0,7.0,34.0,59.0,18.0,9.0,19.0,6.0,5.0,12.0,14.0,29.0,75.0,78.0,16.0,2019-05-31
n,n,3.0,1.0,30.0,1.0,16.0,2.0,5.0,31.0,34.0,29.0,32.0,19.0,56.0,14.0,8.0,11.0,3.0,12.0,2.0,6.0,79.0,81.0,71.0,1.0,2019-05-31
n,n,60.0,47.0,38.0,44.0,1.0,1.0,53.0,32.0,46.0,21.0,4.0,22.0,68.0,70.0,72.0,2.0,2.0,10.0,9.0,9.0,56.0,61.0,50.0,1.0,2019-05-31
n,n,1.0,1.0,1.0,1.0,61.0,49.0,42.0,11.0,19.0,96.0,22.0,60.0,5.0,2.0,76.0,19.0,2.0,5.0,39.0,2.0,62.0,60.0,50.0,43.0,2019-05-31
