ESTACIO,CODI_CONTAMINANT,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,DATA
54,14,75.0,54.0,67.0,51.0,57.0,50.0,70.0,62.0,66.0,78.0,86.0,80.0,94.0,94.0,94.0,96.0,96.0,96.0,96.0,92.0,79.0,76.0,63.0,24.0,2019-05-01
54,14,32.0,36.0,47.0,68.0,51.0,36.0,18.0,35.0,9.0,14.0,20.0,48.0,71.0,95.0,99.0,99.0,6.0,1.0,1.0,1.0,1.0,14.0,63.0,27.0,2019-05-02
54,14,40.0,39.0,95.0,66.0,51.0,67.0,48.0,28.0,43.0,36.0,14.0,26.0,40.0,53.0,76.0,75.0,79.0,66.0,60.0,46.0,33.0,28.0,19.0,43.0,2019-05-03
54,14,32.0,52.0,41.0,42.0,46.0,53.0,65.0,58.0,62.0,61.0,64.0,65.0,69.0,77.0,86.0,96.0,103.0,99.0,95.0,94.0,87.0,69.0,64.0,57.0,2019-05-04
54,14,62.0,60.0,69.0,70.0,70.0,59.0,63.0,73.0,83.0,92.0,93.0,94.0,94.0,99.0,103.0,100.0,102.0,103.0,102.0,101.0,98.0,97.0,94.0,91.0,2019-05-05
54,14,100.0,86.0,76.0,73.0,77.0,66.0,73.0,35.0,48.0,59.0,75.0,79.0,87.0,86.0,95.0,96.0,97.0,99.0,101.0,98.0,94.0,21.0,42.0,74.0,2019-05-06
54,14,77.0,63.0,38.0,28.0,25.0,30.0,17.0,7.0,16.0,38.0,66.0,83.0,91.0,92.0,97.0,102.0,102.0,99.0,94.0,77.0,80.0,60.0,59.0,60.0,2019-05-10
54,14,65.0,90.0,74.0,72.0,68.0,55.0,25.0,45.0,51.0,55.0,56.0,76.0,84.0,87.0,86.0,85.0,78.0,76.0,74.0,73.0,78.0,71.0,72.0,75.0,2019-05-11
54,14,71.0,75.0,71.0,76.0,60.0,46.0,40.0,43.0,58.0,63.0,71.0,73.0,68.0,80.0,95.0,99.0,91.0,89.0,91.0,89.0,87.0,88.0,50.0,38.0,2019-05-12
54,14,77.0,70.0,73.0,80.0,77.0,55.0,18.0,26.0,40.0,52.0,85.0,90.0,98.0,97.0,106.0,106.0,101.0,100.0,101.0,97.0,93.0,74.0,87.0,92.0,2019-05-13
54,14,86.0,63.0,78.0,77.0,47.0,18.0,24.0,12.0,26.0,43.0,35.0,38.0,90.0,109.0,113.0,112.0,106.0,104.0,105.0,97.0,88.0,79.0,77.0,36.0,2019-05-14
54,14,38.0,51.0,70.0,57.0,39.0,32.0,38.0,38.0,72.0,91.0,97.0,103.0,112.0,115.0,116.0,111.0,114.0,109.0,107.0,107.0,105.0,102.0,63.0,31.0,2019-05-15
54,14,26.0,70.0,65.0,69.0,58.0,70.0,20.0,15.0,29.0,30.0,63.0,101.0,112.0,114.0,118.0,114.0,111.0,111.0,120.0,112.0,112.0,111.0,102.0,97.0,2019-05-16
54,14,82.0,83.0,61.0,78.0,92.0,92.0,65.0,34.0,47.0,56.0,46.0,74.0,67.0,79.0,92.0,88.0,82.0,71.0,65.0,57.0,53.0,84.0,87.0,73.0,2019-05-17
54,14,86.0,88.0,76.0,84.0,85.0,80.0,61.0,53.0,56.0,59.0,70.0,73.0,75.0,84.0,95.0,96.0,95.0,84.0,95.0,106.0,91.0,91.0,87.0,51.0,2019-05-18
54,14,26.0,25.0,16.0,52.0,77.0,82.0,70.0,70.0,59.0,66.0,69.0,77.0,77.0,84.0,79.0,87.0,89.0,81.0,96.0,88.0,59.0,11.0,17.0,22.0,2019-05-19
54,14,29.0,55.0,53.0,41.0,61.0,53.0,49.0,47.0,51.0,51.0,55.0,60.0,66.0,66.0,72.0,90.0,94.0,93.0,84.0,100.0,99.0,92.0,22.0,47.0,2019-05-20
54,14,44.0,35.0,14.0,24.0,30.0,31.0,29.0,15.0,28.0,26.0,26.0,37.0,88.0,106.0,108.0,104.0,104.0,105.0,85.0,81.0,83.0,84.0,79.0,76.0,2019-05-21
54,14,59.0,18.0,8.0,16.0,30.0,32.0,13.0,7.0,19.0,16.0,34.0,53.0,85.0,100.0,105.0,106.0,105.0,108.0,103.0,98.0,88.0,68.0,48.0,31.0,2019-05-22
54,14,38.0,41.0,37.0,44.0,46.0,31.0,14.0,12.0,26.0,21.0,45.0,84.0,99.0,16.0,6.0,101.0,96.0,99.0,100.0,93.0,91.0,74.0,34.0,26.0,2019-05-23
54,14,28.0,21.0,13.0,31.0,31.0,17.0,41.0,75.0,48.0,43.0,58.0,61.0,44.0,30.0,28.0,37.0,63.0,67.0,51.0,79.0,77.0,70.0,62.0,40.0,2019-05-24
54,14,56.0,51.0,34.0,50.0,45.0,53.0,57.0,51.0,51.0,33.0,39.0,50.0,63.0,58.0,62.0,61.0,69.0,67.0,62.0,62.0,19.0,9.0,10.0,6.0,2019-05-25
54,14,10.0,36.0,54.0,51.0,52.0,53.0,53.0,48.0,47.0,48.0,50.0,59.0,66.0,69.0,91.0,83.0,62.0,68.0,82.0,75.0,22.0,13.0,21.0,24.0,2019-05-26
54,14,47.0,31.0,51.0,60.0,67.0,59.0,53.0,47.0,39.0,44.0,47.0,57.0,72.0,62.0,73.0,87.0,92.0,63.0,47.0,54.0,65.0,71.0,75.0,75.0,2019-05-27
54,14,77.0,73.0,51.0,36.0,39.0,35.0,31.0,29.0,34.0,34.0,44.0,63.0,66.0,78.0,79.0,76.0,77.0,75.0,76.0,78.0,78.0,77.0,64.0,71.0,2019-05-28
54,14,46.0,37.0,48.0,39.0,52.0,36.0,17.0,28.0,41.0,51.0,57.0,62.0,76.0,80.0,85.0,85.0,82.0,78.0,73.0,72.0,63.0,60.0,64.0,63.0,2019-05-29
54,14,40.0,46.0,27.0,59.0,24.0,19.0,7.0,12.0,46.0,46.0,45.0,60.0,66.0,74.0,75.0,78.0,92.0,92.0,84.0,81.0,75.0,59.0,53.0,8.0,2019-05-30
54,14,11.0,13.0,25.0,44.0,48.0,48.0,29.0,28.0,59.0,43.0,28.0,59.0,69.0,78.0,86.0,86.0,82.0,81.0,79.0,77.0,67.0,44.0,44.0,56.0,2019-05-31
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2019-05-01
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,6.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2019-05-02
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-03
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-04
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2019-05-05
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,27.0,20.0,19.0,2019-05-06
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,6.0,5.0,4.0,4.0,4.0,6.0,5.0,3.0,1.0,1.0,1.0,2019-05-10
57,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2019-05-11
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2019-05-12
57,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-13
57,1,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,73.0,58.0,60.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2019-05-14
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-15
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-16
57,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-17
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2019-05-18
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2019-05-19
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2019-05-20
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2019-05-21
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,5.0,6.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2019-05-22
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2019-05-23
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-24
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-25
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-26
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2019-05-27
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2019-05-28
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2019-05-29
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,7.0,8.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2019-05-30
57,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,12.0,8.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-31
57,6,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,2019-05-01
57,6,0.5,0.3,0.2,0.2,0.2,0.2,0.3,0.6,0.7,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,2019-05-02
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,2019-05-03
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2019-05-04
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.3,2019-05-05
57,6,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.0,2.0,2.0,2019-05-06
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.2,2019-05-10
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2019-05-11
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2019-05-12
57,6,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,2019-05-13
57,6,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.6,0.8,0.6,32.0,2.0,2.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2019-05-14
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,2019-05-15
57,6,0.2,0.3,0.2,0.3,0.3,0.4,0.4,0.7,0.9,0.6,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,2019-05-16
57,6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.3,0.3,0.4,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,1.0,0.2,2019-05-17
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.2,2019-05-18
57,6,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.3,2019-05-19
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,2019-05-20
57,6,0.2,0.3,0.2,0.3,0.3,0.3,0.4,0.7,0.8,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2019-05-21
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.5,0.4,0.3,0.2,2019-05-22
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.6,0.8,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2019-05-23
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.0,7.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2019-05-24
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,2019-05-25
57,6,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.2,2019-05-26
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2019-05-27
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2019-05-28
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2019-05-29
57,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.5,0.5,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2019-05-30
57,6,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.8,0.6,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.4,0.4,0.3,2019-05-31
57,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2019-05-01
57,7,25.0,1.0,1.0,1.0,1.0,1.0,1.0,64.0,73.0,19.0,47.0,12.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-02
57,7,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,13.0,31.0,32.0,11.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,2019-05-03
57,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2019-05-04
57,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-05
57,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,2019-05-06
57,7,1.0,1.0,1.0,1.0,2.0,1.0,6.0,42.0,16.0,13.0,10.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2019-05-10
57,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,12.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-11
57,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2019-05-12
57,7,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-13
57,7,3.0,1.0,1.0,1.0,1.0,1.0,4.0,65.0,79.0,55.0,0.2,0.2,0.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-14
57,7,1.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2019-05-15
57,7,1.0,1.0,1.0,1.0,1.0,1.0,3.0,72.0,87.0,16.0,8.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-05-16
57,7,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2019-05-17
57,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2019-05-18
57,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,2019-05-19
57,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,4.0,2.0,1.0,7.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2019-05-20
57,7,1.0,2.0,1.0,1.0,6.0,1.0,10.0,62.0,56.0,15.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2019-05-21
57,7,1.0,1.0,1.0,2.0,2.0,1.0,4.0,27.0,29.0,10.0,3.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2019-05-22
57,7,2.0,3.0,1.0,1.0,2.0,1.0,5.0,55.0,63.0,14.0,7.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2019-05-23
57,7,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,6.0,8.0,3.0,3.0,0.2,13.0,9.0,9.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,2019-05-24
57,7,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,7.0,4.0,8.0,2019-05-25
57,7,20.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,6.0,2.0,8.0,2019-05-26
57,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,11.0,5.0,4.0,2.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,4.0,2019-05-27
57,7,1.0,1.0,1.0,1.0,1.0,1.0,2.0,10.0,13.0,6.0,5.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2019-05-28
57,7,1.0,1.0,1.0,1.0,1.0,1.0,2.0,17.0,15.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2019-05-29
57,7,1.0,1.0,1.0,3.0,1.0,2.0,3.0,9.0,14.0,37.0,36.0,17.0,16.0,10.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2019-05-30
57,7,3.0,2.0,1.0,1.0,3.0,5.0,21.0,63.0,72.0,68.0,67.0,23.0,10.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,6.0,19.0,2019-05-31
57,8,23.0,14.0,17.0,13.0,9.0,4.0,13.0,11.0,16.0,8.0,9.0,6.0,5.0,5.0,3.0,2.0,3.0,4.0,7.0,14.0,19.0,14.0,21.0,51.0,2019-05-01
57,8,88.0,42.0,42.0,24.0,20.0,21.0,41.0,91.0,90.0,72.0,93.0,61.0,46.0,24.0,24.0,13.0,13.0,19.0,25.0,23.0,20.0,17.0,22.0,34.0,2019-05-02
57,8,23.0,13.0,18.0,20.0,30.0,10.0,18.0,48.0,85.0,95.0,83.0,55.0,30.0,38.0,43.0,50.0,34.0,32.0,34.0,35.0,39.0,41.0,47.0,46.0,2019-05-03
57,8,26.0,17.0,12.0,10.0,5.0,9.0,8.0,7.0,10.0,6.0,5.0,5.0,4.0,5.0,5.0,9.0,5.0,6.0,12.0,18.0,25.0,26.0,30.0,25.0,2019-05-04
57,8,16.0,20.0,17.0,14.0,15.0,10.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,10.0,12.0,9.0,11.0,12.0,11.0,11.0,12.0,2019-05-05
57,8,6.0,7.0,5.0,5.0,14.0,14.0,22.0,51.0,46.0,20.0,17.0,13.0,14.0,13.0,10.0,9.0,9.0,12.0,14.0,13.0,19.0,0.3,2.0,23.0,2019-05-06
57,8,14.0,20.0,39.0,31.0,31.0,19.0,53.0,79.0,57.0,51.0,46.0,30.0,32.0,32.0,26.0,24.0,29.0,38.0,49.0,44.0,70.0,83.0,76.0,50.0,2019-05-10
57,8,27.0,20.0,15.0,16.0,17.0,14.0,26.0,54.0,45.0,48.0,37.0,18.0,14.0,9.0,7.0,5.0,4.0,7.0,9.0,13.0,14.0,18.0,22.0,13.0,2019-05-11
57,8,13.0,11.0,6.0,5.0,6.0,8.0,8.0,9.0,11.0,5.0,3.0,9.0,22.0,16.0,8.0,7.0,9.0,11.0,10.0,17.0,11.0,24.0,18.0,16.0,2019-05-12
57,8,13.0,19.0,13.0,23.0,30.0,29.0,30.0,39.0,37.0,29.0,18.0,16.0,14.0,10.0,8.0,10.0,13.0,14.0,15.0,16.0,21.0,46.0,16.0,11.0,2019-05-13
57,8,21.0,18.0,23.0,33.0,29.0,35.0,58.0,89.0,89.0,89.0,2.0,27.0,2.0,11.0,8.0,8.0,8.0,9.0,10.0,15.0,22.0,24.0,28.0,33.0,2019-05-14
57,8,32.0,34.0,32.0,18.0,23.0,17.0,40.0,35.0,38.0,24.0,18.0,16.0,14.0,12.0,9.0,8.0,10.0,11.0,13.0,17.0,17.0,18.0,25.0,39.0,2019-05-15
57,8,33.0,24.0,16.0,18.0,18.0,29.0,59.0,111.0,111.0,67.0,42.0,22.0,13.0,12.0,10.0,11.0,9.0,11.0,12.0,15.0,16.0,16.0,17.0,29.0,2019-05-16
57,8,30.0,14.0,15.0,18.0,16.0,11.0,15.0,26.0,52.0,28.0,37.0,20.0,23.0,17.0,15.0,24.0,30.0,31.0,40.0,47.0,50.0,32.0,30.0,32.0,2019-05-17
57,8,31.0,16.0,16.0,9.0,7.0,10.0,15.0,20.0,12.0,13.0,8.0,9.0,29.0,13.0,11.0,11.0,8.0,11.0,18.0,17.0,19.0,20.0,18.0,23.0,2019-05-18
57,8,16.0,21.0,18.0,11.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,17.0,13.0,10.0,27.0,17.0,19.0,45.0,30.0,47.0,62.0,48.0,37.0,2019-05-19
57,8,30.0,24.0,6.0,8.0,6.0,8.0,20.0,23.0,18.0,12.0,14.0,8.0,6.0,24.0,21.0,18.0,17.0,16.0,20.0,19.0,28.0,25.0,31.0,42.0,2019-05-20
